No.,Date,Media,Headline,Journalist,Type,Angle,Remark,,,,,,,,,,,,,,,,,,,,
242,2025/04/30,디지털데일리,"투자 받는 의료 AI 스타트업의 조건? ""기술보다 현장 공감""",이건한,취재,'AI·바이오 헬스의 미래 스타트업 포럼’ 현장 취재,,,,,,,,,,,,,,,,,,,,,
243,2025/04/30,유니콘팩토리,"""규제는 허들 아닌 신뢰성 확보 과정""…선배 바이오 기업의 조언",최태범,취재,'AI·바이오 헬스의 미래 스타트업 포럼’ 현장 취재,,,,,,,,,,,,,,,,,,,,,
244,2025/04/30,머니투데이,"""규제는 허들 아닌 신뢰성 확보 과정""…선배 바이오 기업의 조언",최태범,취재,'AI·바이오 헬스의 미래 스타트업 포럼’ 현장 취재,,,,,,,,,,,,,,,,,,,,,
245,2025/04/30,더바이오,“AI 바이오 벤처 창업 시 가장 중요한 파트너는 ‘임상의’…의료진과 ‘협업’ 필수”,지용준,취재,'AI·바이오 헬스의 미래 스타트업 포럼’ 현장 취재,,,,,,,,,,,,,,,,,,,,,
246,2025/04/30,팝콘뉴스,[오늘(30일)의 경제·산업 주요 일정·행사] ‘삼성전자’ 2025년 1분기 실적 발표 등,정진희,보도자료(단신),'AI·바이오 헬스의 미래 스타트업 포럼’ 개최 언급,,,,,,,,,,,,,,,,,,,,,
247,2025/04/25,동아일보,[ICT이노베이션스퀘어확산사업] 그린트레이더 “오프라인 중심 조경수 시장의 디지털 전환 이끌 것”,강형석,언급,'그린트레이더' 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
248,2025/04/24,동아일보,[ICT이노베이션스퀘어확산사업] 이퓨월드 “XR 무인 촬영 솔루션으로 XR 대중화 선도한다”,한만혁,언급,'이퓨월드' 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
249,2025/04/23,동아일보,"[ICT이노베이션스퀘어확산사업] 버블클라우드 “개인화 온보딩 빌더 ‘스텝바이’, 초기 고객 이탈 막는다”",김예지,언급,'스텝바이' 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
250,2025/04/14,AI타임스,"[게시판] 딥파인, '월드IT쇼'서 XR 솔루션 'DSC' 소개 등 단신",장세민,보도자료(단신),'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
251,2025/04/14,더바이오,"스파크랩, 드림플러스와 ‘AI·바이오 헬스의 미래 스타트업 포럼’ 공동 개최",강인효,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
252,2025/04/14,바이라인네트워크,"스파크랩, 바이오 헬스 스타트업 위한 포럼 공동 개최",최가람,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
253,2025/04/14,약업신문,"스파크랩, ‘AI·바이오 헬스의 미래 스타트업 포럼’ 30일 개최",권혁진,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
254,2025/04/14,벤처스퀘어,"스파크랩, ‘AI·바이오 헬스의 미래 스타트업 포럼’ 개최",오효진,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
255,2025/04/14,플래텀,"스파크랩, ‘AI·바이오 헬스의 미래 스타트업 포럼’ 개최",NA,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
256,2025/04/14,프라임경제,"스파크랩, AI·바이오 헬스의 미래 스타트업 포럼 개최",김우람,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
257,2025/04/14,게임포커스,스파크랩-드림플러스 'AI·바이오 헬스의 미래 스타트업 포럼' 4월 30일 개최,신은서,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
258,2025/04/14,테크M,"""바이오 헬스 분야 키우자""...스파크랩, 스타트업 포럼 연다",조성준,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
259,2025/04/14,헬로티,"스파크랩, 혁신 스타트업과 함께 'AI 바이오 헬스 포럼' 개최",김재황,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
260,2025/04/14,바이오타임즈,"스파크랩-드림플러스, 오는 30일 ‘AI∙바이오 헬스의 미래 스타트업 포럼’ 공동 개최",염현주,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
261,2025/04/14,베타뉴스,"스파크랩, AI 바이오 헬스의 미래 스타트업 포럼 개최",이승희,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
262,2025/04/14,디스커버리뉴스,"스파크랩, ‘AI•바이오 헬스의 미래 스타트업 포럼’ 개최",정기환,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
263,2025/04/14,와우테일,"스파크랩, 한화 드림플러스와  ‘AI·바이오 헬스 포럼’ 개최",정명화,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
264,2025/04/14,뉴스탭,"스파크랩, AI와 바이오헬스 접점 조명…30일 ‘AI the Future of Bio-Health’ 포럼 연다",이준문,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
265,2025/04/14,테크42,"스파크랩, ‘AI·바이오 헬스의 미래 스타트업 포럼’ 개최",황정호,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
266,2025/04/14,K스타트업밸리,"스파크랩-한화 드림플러스, AI·바이오 헬스 미래 스타트업 포럼 개최",Jo Kim,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
267,2025/04/14,스타트업투데이,"스파크랩, 드림플러스와 함께 ‘AI∙바이오 헬스의 미래 스타트업 포럼’ 개최",김지민,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
268,2025/04/14,스타트업레시피,"[AI서머리] 스파크랩, 한화 드림플러스와 AI·바이오 헬스 포럼 개최‧헤드리스, AI 마케팅 솔루션 ‘오모플레이’ 출시",이석원,보도자료(단신),'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
269,2025/04/12,뉴시스,"""청년창업 키우자""…스파크랩, 부산대창업지원단과 '맞손'",이승주,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
270,2025/04/12,이뉴스투데이,"스파크랩, 부산·울산·경남 스타트업 경쟁력 강화···청년 창업가 교육 진행",김진영,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
271,2025/04/11,벤처스퀘어,"스파크랩, 부산대 창업지원단과 ‘청년 창업 성장 교육 프로그램’ 진행",조광현,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
272,2025/04/11,베타뉴스,"스파크랩, 부산대 창업지원단과 청년 창업 성장 교육 프로그램 진행",이승희,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
273,2025/04/11,아이뉴스24,"스파크랩, 부산대 창업지원단과 '청년 창업 성장 교육 프로그램' 진행",문영수,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
274,2025/04/11,플래텀,"스파크랩, 부산대 창업지원단과 ‘청년 창업 성장 교육 프로그램’ 진행",NA,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
275,2025/04/11,아시아경제,"스파크랩, 부산대와 '청년 창업 성장 교육 프로그램' 진행",최호경,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
276,2025/04/11,매일경제,"스파크랩, 부산대 창업지원단과 ‘청년 창업 성장 교육 프로그램’ 진행",원호섭,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
277,2025/04/11,디스커버리뉴스,"스파크랩, 부산대 창업지원단과 '청년 창업 성장 교육 프로그램' 진행",정기환,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
278,2025/04/11,K스타트업밸리,"스파크랩-부산대 창업지원단, 청년 창업 성장 교육 프로그램 공동 진행",Jo Kim,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
279,2025/04/11,테크42,"스파크랩, 부산대 창업지원단과 '청년 창업 성장 교육 프로그램' 진행",황정호,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
280,2025/04/11,뉴스탭,"스파크랩·부산대, 동남권 창업가 위한 성장 교육 프로그램 가동",NA,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
281,2025/04/11,와우테일,"스파크랩, 부산대 창업지원단과 ‘청년 창업 성장 교육 프로그램’ 진행",정명화,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
282,2025/04/11,스타트업투데이,"스파크랩, 부산대 창업지원단과 ‘청년 창업 성장 교육 프로그램’ 진행",김석진,보도자료,'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
283,2025/04/11,스타트업레시피,"[AI서머리] 스파크랩, 부산대와 청년 창업 성장 교육 프로그램 진행‧충남창경, SK에코플랜트와 반도체 혁신 협력",이석원,보도자료(단신),'청년 창업 성장 교육 프로그램' 진행,,,,,,,,,,,,,,,,,,,,,
284,2025/04/09,라이센스뉴스,"강남구, 스타트업 투자유치 본격 지원… 30개사 글로벌 진출 돕는다",황수정,참고,‘2025 강남구 글로벌 스타트업 IR 활성화 사업’ 협력사로 언급,,,,,,,,,,,,,,,,,,,,,
285,2025/04/08,의사신문,"대한병원장협의회, 2025 춘계학술대회 5월11일 개최",김동희,참고,김호민 대표님 연사로 언급 (대한병원장협의회 측 보도자료),,,,,,,,,,,,,,,,,,,,,
286,2025/04/07,플래텀,[Startup’s Story #505] 물질의 언어를 읽는 사람들,"김문선, 손요한",인터뷰(참고),폴리머라이즈 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
287,2025/04/02,플래텀,[Startup’s Story #504] 위기를 삼킨 자가 기회를 얻는다,"김문선, 손요한",인터뷰(참고),H2O호스피탈리티 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
288,2025/04/02,한국경제,"바이오 메카' 송도, R&D 협력 허브 된다",강준완,참고(지면),스파크랩-인천경제청 MOU,,,,,,,,,,,,,,,,,,,,,
289,2025/03/31,동아일보,"‘바이오 거점’ 송도, 제조→연구 중심으로 변신",차준호,기획(참고/지면),스파크랩-인천경제청 MOU,,,,,,,,,,,,,,,,,,,,,
290,2025/03/24,플래텀,[Startup’s Story #502] ‘경계를 넘어 흙과 기술의 교차로에서’,김문선,참고,미푸드 루벤 미란다 대표 인터뷰,,,,,,,,,,,,,,,,,,,,,
291,2025/03/19,매일일보,[기획] 중동서 K-의료‧미용 ‘돌풍’… 흥행 지속은 ‘미지수’,이용,참고,중동 K-의료 및 미용 돌풍,,,,,,,,,,,,,,,,,,,,,
292,2025/02/26,이데일리,펀드 결성하고 투자하고…국내 AI 산업에 꽂힌 중동,박소영,참고,"국내 투자은행 업계 UAE, 사우디 아라비아에 관심 집중",,,,,,,,,,,,,,,,,,,,,
293,2025/02/18,벤처스퀘어,"""스타트업은 파도 타는 서퍼처럼, 트렌드 물결 읽어야죠."" AI·헬스케어로 새 시대 맞이하는 스타트업의 '대모' 스파크랩 김호민 대표",문지형,인터뷰,스파크랩 김호민 대표 인터뷰,,,,,,,,,,,,,,,,,,,,,
294,2025/01/31,동아일보,"유니메오 “원스톱 돌봄 서비스 ‘좋은케어’, 투명한 간병인 매칭 지원”",김예지,참고,유니메오 기업의 국내 최초 간병인 매칭 플랫폼 ‘좋은케어’,,,,,,,,,,,,,,,,,,,,,
295,2025/01/31,뉴스웨이,오일머니' 잡아라···중동 'AI·미용' 시장 적극 공략,유수인,참고,중동 시장 국내 바이오헬스 기업들의 공략지로 부상,,,,,,,,,,,,,,,,,,,,,
296,2025/01/27,이데일리,[마켓인]중동 가는 투자사들…을사년 펀드 조성·투자 속도낸다,박소영,참고,중동에서 활약하는 국내 스타트업 증가로 투자사 관심 상승,,,,,,,,,,,,,,,,,,,,,
297,2025/01/23,머니투데이,"스파크바이오, 포항시와 임상전문 특화병원 설립 추진 ",남미래,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
298,2025/01/22,바이오타임즈,"포항에 ‘임상전문 특화병원’ 생긴다∙∙∙스파크바이오-포항시, 업무협약 체결 ",염현주,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
299,2025/01/22,뉴스탭,"스파크랩 운영 ‘스파크바이오’, 포항시와 ‘임상전문 특화병원’ 설립",이준문,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
300,2025/01/22,플래텀,"스파크바이오, 포항시와 임상전문 특화병원 설립 추진",NA,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
301,2025/01/22,K스타트업밸리,"스파크바이오, 포항시와 ‘임상전문 특화병원’ 설립 ",Jo Kim,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
302,2025/01/22,벤처스퀘어,"스파크바이오, 포항시와 '임상전문 특화병원' 설립 업무협약",오효진,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
303,2025/01/22,더바이오,"글로벌 AC 스파크랩 운영 ‘스파크바이오’, 포항시와 ‘임상전문 특화병원’ 설립",강인효,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
304,2025/01/22,와우테일,"스파크랩 산하 AC ‘스파크바이오’, 포항시와 임상전문 특화병원 설립",정명화,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
305,2025/01/22,스타트업레시피,"[AI서머리] 스파크바이오, 포항시와 ‘임상전문 특화병원’ 설립 협력‧대구창경, 제4차 오픈이노베이션 밋업캠프 종료",이석원,보도자료,스파크바이오 포항시 업무 협약,,,,,,,,,,,,,,,,,,,,,
306,2025/01/21,동아일보,번거로운 자동차 정비 집 앞에서…‘카랑’,김동진,참고,박종관 카랑 대표 인터뷰,,,,,,,,,,,,,,,,,,,,,
307,2025/01/20,한국일보,포항에 앤더슨암센터 같은 임상전문특화병원 설립 추진 ,김정혜,참고,포항 임상전문 특화병원 설립 추진,,,,,,,,,,,,,,,,,,,,,
308,2025/01/20,핸드메이커,"더컬쳐앤라운지, 고덕5호점 대한사회복지회와 함께 기부행사 오픈파티개최",김제민,참고,"더컬쳐앤라운지, 기부행사 오픈파티 개최",,,,,,,,,,,,,,,,,,,,,
309,2025/01/18,한경잡앤조이,[서울과학기술대학교 스타트업 CEO] 소비자의 마음을 움직이도록 돕는 마케팅 콘텐츠 생성 AI 개발한 ‘아스타’,이진호,인터뷰(참고),이재원 아스타 대표 인터뷰,,,,,,,,,,,,,,,,,,,,,
310,2025/01/16,이데일리,"""내 경험·네트워크 공유…K패션 세계로 도약하도록 도울 것""",경계영,참고(지면),성래은 한국패션산업협회장 인터뷰,,,,,,,,,,,,,,,,,,,,,
311,2025/01/15,패션비즈,"한국패션산업협회, 신년 인사회 통해 ‘미션 2025’ 발표 ",홍영석,참고,한국패션산업협회 ‘미션 2025’ 발표,,,,,,,,,,,,,,,,,,,,,
312,2025/01/15,뉴스투데이,"친환경 스타트업 잇그린, 시리즈A 투자 유치...사업 확장 본격화",임성지,참고,잇그린 시리즈A 투자 유치,,,,,,,,,,,,,,,,,,,,,
313,2025/01/12,이투데이,이훈구 부톡 대표 “기술로 중개 안전하게…연말 기간별 BEP 달성 목표” ,정수천,인터뷰(참고),이훈구 부톡 대표 인터뷰,,,,,,,,,,,,,,,,,,,,,
314,2025/01/09,뉴스톱,"스톤브릿지·스파크랩, 앰버로드에 20억 투자 ",윤상록,참고,"스톤브릿지·스파크랩, 앰버로드에 20억 투자",,,,,,,,,,,,,,,,,,,,,
315,2025/01/06,아시아경제,"애드테크 스타트업 ‘펄스애드’ 20억 투자유치, 글로벌 리테일 진출",김대현,참고,펄스애드 20억 투자유치,,,,,,,,,,,,,,,,,,,,,
